Name,Height
B.J. Tyler,73
Jeremy Tyler,82
Terry Tyler,79
Charlie Tyra,80
Edwin Ubiles,78
Ekpe Udoh,82
Ime Udoka,77
Beno Udrih,75
Roko Ukic,77
Tyler Ulis,70
Wes Unseld,79
Hal Uplinger,76
Kelvin Upshaw,74
Jarrod Uthoff,81
Ben Uzoh,75
Robert Vaden,77
Jonas Valanciunas,83
Darnell Valentine,74
Denzel Valentine,76
Ron Valentine,79
John Vallely,75
Dick Van Arsdale,77
Tom Van Arsdale,77
Butch Van Breda Kolff,75
Jan Van Breda Kolff,79
Nick Van Exel,73
Keith Van Horn,82
Norm Van Lier,73
Fred VanVleet,73
Gene Vance,75
Log Vander Velden,80
Jarred Vanderbilt,81
Ernie Vandeweghe,75
Kiki Vandeweghe,80
Nick Vanos,85
David Vanterpool,77
Ratko Varda,85
Anderson Varejao,83
Jarvis Varnado,81
Greivis Vasquez,78
Charles Vaughn,75
David Vaughn,81
Jacque Vaughn,73
Rashad Vaughn,78
Virgil Vaughn,76
Loy Vaught,81
Bob Verga,73
Peter Verhoeven,81
Jan Vesely,84
Gundars Vetra,78
Joao Vianna,81
Charlie Villanueva,83
Gabe Vincent,75
Jay Vincent,79
Sam Vincent,74
Marcus Vinicius,80
Fred Vinson,76
Gary Voce,81
Floyd Volker,76
Alexander Volkov,82
Whitey Von Nieda,NA
Noah Vonleh,82
Jake Voskuhl,83
Danny Vranes,79
Slavko Vranes,89
Stojko Vrankovic,86
Brett Vroman,84
Jackson Vroman,82
Nikola Vucevic,83
Sasha Vujacic,79
Dean Wade,81
Dwyane Wade,76
Mark Wade,71
Von Wafer,77
Clint Wager,77
Dajuan Wagner,75
Danny Wagner,72
Milt Wagner,77
Moritz Wagner,83
Dion Waiters,75
Granville Waiters,83
Andre Wakefield,74
Neal Walk,82
Andy Walker,76
Antoine Walker,81
Brady Walker,78
Chet Walker,79
Darrell Walker,76
Foots Walker,73
Henry Walker,78
Horace Walker,75
Jimmy Walker,75
Kemba Walker,72
Kenny Walker,80
Phil Walker,75
Samaki Walker,81
Wally Walker,80
Lonnie Walker IV,76
John Wall,75
Ben Wallace,81
Gerald Wallace,79
John Wallace,81
Michael Wallace,73
Rasheed Wallace,83
Tyrone Wallace,77
Dwight Waller,78
Jamie Waller,76
Jim Walsh,76
Matt Walsh,78
Rex Walters,76
Paul Walther,74
Rabbit Walthour,71
Bill Walton,83
Lloyd Walton,72
Luke Walton,80
Derrick Walton Jr.,72
Brad Wanamaker,75
Bobby Wanzer,72
Perry Warbington,74
Charlie Ward,74
Gerry Ward,76
Henry Ward,76
Casper Ware,NA
Jim Ware,79
Ben Warley,77
Bob Warlick,77
Cornell Warner,81
Jameel Warney,80
Johnny Warren,75
T.J. Warren,80
Willie Warren,76
Bryan Warrick,77
Hakim Warrick,81
Chris Washburn,83
Julian Washburn,80
Bobby Washington,71
Darius Washington,74
Duane Washington,76
Dwayne Washington,74
Eric Washington,76
Jim Washington,79
Kermit Washington,80
P.J. Washington,79
Richard Washington,82
Stan Washington,76
Wilson Washington,81
Yuta Watanabe,81
Tremont Waters,70
Darryl Watkins,83
C.J. Watson,74
Earl Watson,73
Jamie Watson,79
Paul Watson,78
Ron Watts,78
Slick Watts,73
Maalik Wayns,73
David Wear,82
Travis Wear,82
Clar. Weatherspoon,79
Nick Weatherspoon,79
Quinndary Weatherspoon,75
Kyle Weaver,78
Jeff Webb,76
Marcus Webb,81
Spud Webb,66
James Webb III,81
Chris Webber,82
Briante Weber,74
Forest Weber,78
Jeff Webster,80
Martell Webster,79
Marvin Webster,85
Scott Wedman,79
Sonny Weems,78
Dick Wehr,76
Brant Weidner,81
Bob Weiss,75
Rick Weitzman,74
Bonzi Wells,77
Bubba Wells,77
Owen Wells,79
Ralph Wells,73
Chris Welp,84
Jiri Welsch,79
Thomas Welsh,84
Bill Wennington,84
Matt Wenstrom,85
Robert Werdann,83
Ray Wertis,71
David Wesley,73
Walt Wesley,83
David West,81
Delonte West,75
Doug West,NA
Jerry West,75
Mario West,77
Mark West,82
Roland West,76
Russell Westbrook,75
Paul Westphal,76
John Wetzel,77
Robert Whaley,82
Ennis Whatley,75
DeJuan Wheat,72
Clinton Wheeler,73
Tyson Wheeler,70
Lucian Whitaker,73
Coby White,77
DJ White,81
Derrick White,76
Eric White,80
Herb White,74
Hubie White,76
Jahidi White,81
James White,79
Jojo White,75
Okaro White,80
Randy White,80
Rodney White,81
Rory White,80
Royce White,80
Rudy White,74
Terrico White,77
Tony White,74
Willie White,75
Andrew White III,79
Isaiah Whitehead,76
Jerome Whitehead,82
Donald Whiteside,70
Hassan Whiteside,84
Dwayne Whitfield,79
Charles Whitney,77
Chris Whitney,72
Shayne Whittington,83
Sidney Wicks,81
Murray Wier,69
Bob Wiesenhahn,76
Andrew Wiggins,79
Mitchell Wiggins,76
Ken Wilburn,78
C.J. Wilcox,77
Chris Wilcox,82
D.C. Wilcutt,74
Gene Wiley,82
Jacob Wiley,80
Michael Wiley,81
Morlon Wiley,76
Win Wilfong,74
Lenny Wilkens,73
Bob Wilkerson,78
Jamaal Wilkes,78
James Wilkes,79
Damien Wilkins,78
Dominique Wilkins,80
Eddielee Wilkins,82
Gerald Wilkins,78
Jeff Wilkins,82
Dale Wilkinson,82
Mike Wilks,70
Aaron Williams,81
Alan Williams,80
Alvin Williams,77
Arthur Williams,73
Bernie Williams,75
Bob Williams,78
Brandon Williams,78
Buck Williams,80
C.J. Williams,77
Chuck Williams,74
Chuckie Williams,75
Cliff Williams,75
Corey Williams,75
Deron Williams,75
Derrick Williams,80
Don Williams,74
Earl Williams,79
Elliot Williams,77
Eric Williams,80
Frank Williams,75
Freeman Williams,76
Grant Williams,78
Gus Williams,74
Guy Williams,81
Herb Williams,83
Hot Rod Williams,83
Jason Williams,73
Jawad Williams,81
Jay Williams,74
Jayson Williams,81
Jerome Williams,81
John Williams,80
Johnathan Williams,81
Jordan Williams,82
Justin Williams,82
Kenny Williams,81
Kenrich Williams,78
Kevin Williams,74
Lorenzo Williams,81
Lou Williams,73
Marcus Williams,75
Marcus Williams,79
Marvin Williams,80
Micheal Williams,74
Mike Williams,80
Milt Williams,74
Mo Williams,73
Monty Williams,80
Nate Williams,76
Pete Williams,79
Ray Williams,75
Reggie Williams,NA
Reggie Williams,78
Rickey Williams,73
Rob Williams,74
Ron Williams,75
Sam Williams,75
Samuel Williams,80
Scott Williams,82
Sean Williams,82
Shammond Williams,73
Shawne Williams,82
Shelden Williams,81
Sly Williams,79
Terrence Williams,78
Travis Williams,78
Troy Williams,79
Walt Williams,80
Ward Williams,76
Willie Williams,79
Robert Williams III,80
Matt Williams Jr.,77
Nigel Williams-Goss,74
Corliss Williamson,79
John Williamson,74
Zion Williamson,79
Kevin Willis,84
Bill Willoughby,80
Dedric Willoughby,75
Bob Wilson,76
Bobby Wilson,74
D.J. Wilson,82
George Wilson,80
Isaiah Wilson,74
Jamil Wilson,79
Mike Wilson,75
Nikita Wilson,80
Othell Wilson,72
Rick Wilson,76
Ricky Wilson,75
Thomas Wilson,75
Trevor Wilson,79
Kyle Wiltjer,82
Kennard Winchester,77
Tony Windis,73
Dylan Windler,78
John Windsor,80
Lee Winfield,74
David Wingate,77
Dontonio Wingfield,80
Harthorne Wingo,78
Marv Winkler,73
Justise Winslow,78
Rickie Winslow,80
Trevor Winter,84
Brian Winters,76
Voise Winters,80
Willie Wise,78
Jeff Withey,84
Luke Witte,84
Randy Wittman,78
Garry Witts,79
Dave Wohl,74
Joe Wolf,83
Ruben Wolkowyski,82
Nate Wolters,76
Al Wood,78
Bob Wood,70
Christian Wood,82
David Wood,81
Howard Wood,79
Leon Wood,75
Loren Woods,86
Qyntel Woods,80
Randy Woods,70
Mike Woodson,77
Orlando Woolridge,81
Kenny Wooten,80
Haywoode Workman,74
Mark Workman,81
Tom Workman,79
Metta World Peace,79
Sam Worthen,77
James Worthy,81
Antoine Wright,79
Bracey Wright,75
Brad Wright,83
Brandan Wright,82
Chris Wright,81
Chris Wright,73
Delon Wright,77
Dorell Wright,81
Howard Wright,80
Joby Wright,80
Julian Wright,80
Larry Wright,73
Lorenzen Wright,83
Luther Wright,86
Sharone Wright,83
Justin Wright-Foreman,72
Tony Wroten,78
A.J. Wynder,74
Guerschon Yabusele,80
Yao Ming,90
Vincent Yarbrough,79
George Yardley,77
Barry Yates,79
Wayne Yates,80
Charlie Yelverton,74
Yi Jianlian,84
Rich Yonakor,81
Danny Young,76
James Young,78
Joe Young,74
Korleone Young,79
Michael Young,79
Nick Young,79
Perry Young,77
Sam Young,78
Thaddeus Young,80
Tim Young,86
Trae Young,73
Max Zaslofsky,74
Robert Zawoluk,79
Cody Zeller,83
Dave Zeller,73
Gary Zeller,75
Hank Zeller,76
Luke Zeller,83
Tyler Zeller,83
Tony Zeno,80
Phil Zevenbergen,82
Wang Zhi-zhi,85
Zhou Qi,85
George Zidek,84
Derrick Zimmerman,75
Stephen Zimmerman,84
Paul Zipser,80
Ante Zizic,82
Jim Zoet,85
Bill Zopf,73
Ivica Zubac,84
Matt Zunic,75
